datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 09:15,26111.65,0.12662,0.1233,0.11741,0.11362530073020485,0.11005,0.10576,0.10099106694475285,0.09724,0.0957,0.09397,0.09187,0.09041,0.08908,0.08795,0.1784,0.17237,0.16928,0.16357157611945566,0.1576,0.1524,0.14697,0.14105,0.13613,0.13085,0.1264,0.12142,0.11631,0.1115
07-01-2026 09:20,26141.4,0.08632,0.1006456692933123,0.1118528921636637,0.11779,0.11197,0.11028,0.10636396899114663,0.10179131157719984,0.09837,0.09619,0.09413,0.09236,0.09057,0.08925,0.17962,0.17477,0.17025407323409505,0.16534,0.15987854885844244,0.1542,0.14753,0.14274,0.13849,0.13282,0.12825347604965653,0.12363,0.11859853670890468,0.11353
07-01-2026 09:25,26139.35,0.09147,0.09398953720700076,0.09514,0.09933,0.09599,0.09204,0.09216,0.08954,0.08996,0.08861,0.08697,0.08627,0.08541,0.08488851976991908,0.1801,0.17574,0.17154,0.16567,0.15927,0.15419901158867397,0.14919,0.14245,0.13806,0.13242,0.12877,0.12349,0.11817,0.11256750910592656
07-01-2026 09:30,26128.95,0.1086,0.10842,0.1115,0.12248,0.10715,0.11098,0.10345,0.10076103234947449,0.09864,0.09511,0.09304,0.09123,0.08964037208259158,0.08843,0.18174,0.17724307455222865,0.17206,0.16502,0.15755,0.15198662880385275,0.14691,0.14209,0.13721,0.13184,0.12722,0.12252,0.11729,0.112
07-01-2026 09:35,26131.9,0.10462,0.10538,0.12459,0.12051,0.11225,0.11294,0.10544,0.10217356135647315,0.09896,0.09637336284026773,0.09412,0.09136,0.09014,0.08885,0.18193,0.17737273687458918,0.17226,0.16522,0.15924,0.15334,0.14784,0.1423,0.13712439932006343,0.13219,0.12733,0.12295,0.11707,0.11132380004076135
07-01-2026 09:40,26145.15,0.07079,0.07639,0.08313,0.08523,0.08699630729676504,0.08734,0.08710270013232714,0.08544591362182732,0.0845,0.08386,0.08338689533020718,0.08301,0.08262,0.08249,0.18277,0.1782,0.17265,0.16631,0.15883,0.15343,0.14961,0.14337,0.1382,0.13313,0.12864,0.12374,0.11872,0.11362179417979884
07-01-2026 09:45,26113.1,0.12694038127995508,0.11837,0.10826,0.11514,0.1083,0.1055,0.10226,0.09978701210479834,0.09741,0.09438,0.09237,0.09075,0.08925622861065666,0.08809,0.18107,0.17468,0.1704,0.16426,0.157,0.15289,0.14697,0.14089,0.13571,0.13075,0.12599,0.12096,0.115883572903472,0.11071
07-01-2026 09:50,26110.0,0.12967355775192657,0.12087,0.10978,0.10639715873999772,0.10686510737346994,0.10476,0.09939,0.0968,0.09542,0.09316,0.09122,0.08945,0.0880737609437741,0.08699,0.17806614997578246,0.1745,0.17045,0.16386,0.15681,0.15155,0.14694,0.141293662494665,0.13566,0.13068,0.12601,0.12107609107529567,0.11607,0.11095
07-01-2026 09:55,26108.9,0.13029,0.12175,0.13487,0.12899835651539743,0.12009,0.11328,0.10930283021531792,0.10725752585529211,0.10426,0.10032,0.09739,0.09479,0.09256,0.09083,0.18084,0.17444,0.16945,0.16358,0.15675,0.15145232765829372,0.14636,0.14063,0.1353,0.1303981983769193,0.12571,0.12047,0.11521260870317922,0.10983
07-01-2026 10:00,26140.3,0.09239,0.0877,0.115,0.11531,0.11123,0.10752,0.10161,0.09931067149843888,0.09747,0.09496769650157415,0.09255,0.09062,0.08911,0.08776467430858012,0.1828,0.17745,0.1717,0.16515,0.16067,0.15356,0.1481,0.14259,0.1372728927856518,0.13216,0.12774,0.12248,0.11738886632298348,0.1122
07-01-2026 10:05,26142.95,0.05390467391674371,0.08237,0.11304,0.11351135743262619,0.11037,0.11308,0.11004,0.10336,0.10275,0.09909,0.09616,0.09372784153106378,0.09181,0.09023,0.18298,0.17622,0.1714,0.16534,0.15961,0.15374,0.14828,0.14278,0.13766,0.13236,0.12794,0.12247,0.11739,0.11183
07-01-2026 10:10,26159.15,0.10591,0.11189,0.09886,0.10008445627442604,0.10327860243082576,0.10551118424508223,0.10588,0.10349677550418893,0.10013834910574358,0.09746,0.09524,0.09264,0.09117,0.08945,0.18579324511804732,0.17925261687007946,0.17292,0.16683,0.16080769356436064,0.15501,0.14937,0.14421,0.13893,0.1335,0.12947,0.12462,0.11843,0.11309
07-01-2026 10:15,26183.8,0.12049,0.09722,0.11136,0.09406,0.09202,0.09199201593551892,0.09326,0.08786,0.08838,0.08693006944999328,0.08614832340953579,0.08527,0.08415,0.08367563633698025,0.18267,0.17878445810443222,0.17425,0.16842,0.16269,0.15663,0.15173,0.14572,0.14048,0.13536,0.13028,0.12548,0.12019,0.115
07-01-2026 10:20,26169.15,0.13492,0.11376,0.12267,0.11484203826466116,0.10785,0.10173180721914843,0.09695,0.09399,0.09285,0.09097814407701561,0.08918,0.08778,0.08646,0.08546,0.18381,0.17694,0.17229738100559663,0.1675,0.16179813327510553,0.15594860828194507,0.15024,0.1450539297062874,0.13994,0.13449,0.12949,0.12431,0.11901,0.11379
07-01-2026 10:25,26152.25,0.14819,0.11685,0.1055,0.10144,0.09686019422072842,0.09524487951027352,0.09325,0.09388,0.0911,0.08939251109265073,0.08801,0.08672,0.0857,0.08459,0.18279,0.1759,0.1703146821192689,0.1654606594610093,0.16026,0.15459,0.14949,0.14378,0.13834,0.13291,0.12889,0.1234,0.11784,0.11258
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.1153066593007282,0.11079606979115703,0.10631,0.10164,0.09839,0.09602389406817832,0.09407,0.09194886307691641,0.08997566642651586,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.15911104659633488,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.11004396060079423
07-01-2026 10:35,26133.05,0.13848,0.13213,0.12384257921607983,0.11502244738615522,0.109,0.10357,0.10375,0.09754,0.09843,0.09555404530854873,0.09299,0.0911386976543273,0.08935,0.08769,0.1810035134570411,0.17607,0.17133,0.16478,0.15892467107684916,0.15317,0.1486,0.14258227016231304,0.13675,0.13159,0.12694,0.12169,0.11637065633474614,0.11086
07-01-2026 10:40,26144.05,0.1318031014414444,0.1239,0.11679428501430458,0.11069,0.10620551495900758,0.10253,0.09989069634106451,0.09761,0.09496,0.09270228202607005,0.09067,0.08889781908353009,0.08738,0.08609,0.18288,0.17756165014781858,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12231296108474564,0.11697,0.1116297960311615
07-01-2026 10:45,26141.15,0.12448,0.11932217659304747,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09445530021182083,0.09195,0.09043,0.08885,0.0872357250184797,0.08575,0.18131,0.1766,0.1710446277562465,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.111123488225462
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11304710458781528,0.10062,0.10133486498509668,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17656775676050399,0.17128,0.1657,0.15984594121184745,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10273347186421879,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.15555938071046133,0.1501,0.14478,0.13937,0.13411,0.12903,0.12363485625949398,0.11815,0.11277
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.09002518348931764,0.18281,0.17727,0.17264,0.16635,0.16055947757094693,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.0069447546295160045,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09485821928900884,0.0919,0.08992624401812128,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.15630401191675017,0.15102,0.14572,0.1403821546465615,0.13508,0.12995856146303586,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.09131465493974004,0.10165,0.12041,0.11236306811676364,0.10432,0.10062580478298914,0.09653,0.09401458348879209,0.09205,0.08991,0.08867,0.08695185875544287,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14907366747763215,0.14469,0.13988,0.13401,0.12898947564417682,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.11803449123063794,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09541785004089098,0.09307,0.09096523922106159,0.08902,0.08724,0.18212,0.17646,0.17104863818444324,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.12744782761765283,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.1334963500116781,0.13221,0.10563,0.10438,0.09732740570249243,0.09484,0.09535,0.09344305716555744,0.0912,0.08892,0.08742,0.0862,0.08517,0.17991779979233347,0.17612,0.17222,0.16569,0.15988602998088264,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12236441412714964,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.13937997879702677,0.13724,0.11602,0.10911,0.10327398136441474,0.09663814942151679,0.0986605473121944,0.09598201939631326,0.09357,0.09148541690309206,0.08967,0.08807,0.08663,0.17883050657044605,0.17534,0.17146,0.16493,0.15901,0.15337,0.14815910611990868,0.14296,0.13721,0.13166,0.12655615388440525,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.1539324041776706,0.1486997438006424,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08722104637723085,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.1225412373688678,0.11739,0.11192
07-01-2026 11:40,26147.1,0.10598974707877751,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.10001124832675862,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17121946469495594,0.16608,0.15948,0.15385,0.14842,0.14293028813902417,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11439088263638504,0.1119793600914601,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08846338315080254,0.08711,0.18118,0.17565,0.17052788166688446,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.1157703587405317,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10417552272480549,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.085431653550419,0.08458,0.18163,0.17566,0.17031851138626303,0.16488,0.15896,0.15312,0.1477,0.14256,0.13713668183427952,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.15347753803923558,0.13681,0.12245345345768396,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09320647652677447,0.09077,0.08900401254720716,0.08749,0.08637,0.18119,0.17577923737949652,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.10975179762909483,0.10923946534791927,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08717319121825214,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15212555610896064,0.14659,0.14115650240443908,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.14475972533003326,0.12592,0.11854,0.11393,0.10904,0.10471,0.10096782408255053,0.09781002667850434,0.09505,0.09261,0.09049351103791575,0.08871260780745825,0.08731,0.18024,0.17388,0.16946,0.16361,0.15795875508871585,0.15172966634718596,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
